"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3"
"40";"5/1/2017";"tv";"anti-first";6;6;6;6;6;4;1;3;3;3;"3";"1";"3";"1";"1";"2";"1";"2";"3";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"2";"3";"1";"1";"1";"1";"1";"1";"1";"3";"3";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";5;"0";1;"pace_expert";"pace";6;3;3;TRUE;TRUE;FALSE
"41";"5/1/2017";"tv";"pro-first";7;6;7;5;7;5;5;5;4;6;"1";"1";"1";"1";"1";"5";"1";"1";"3";"1";"1";"1";"1";"3";"1";"3";"3";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"5";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"5";"1";"1";"1";"1";"4";"1";"5";"2";"1";"1";"2";6;"0";1;"pace_expert";"pace";6,33333333333333;5;1,33333333333333;TRUE;FALSE;FALSE
"42";"5/1/2017";"ms";"anti-first";9;8;9;9;8;9;6;9;8;8;"1";"2";"1";"1";"1";"4";"1";"2";"4";"2";"2";"2";"4";"5";"2";"4";"3";"1";"1";"4";"1";"1";"3";"1";"2";"3";"1";"4";"4";"4";"1";"1";"1";"1";"2";"2";"1";"4";"1";"4";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"3";"1";"1";"1";"1";"4";"1";"2";"3";"1";"1";"4";7;"0";1;"pace_expert";"pace";8,66666666666667;8,33333333333333;0,333333333333332;TRUE;FALSE;FALSE
"44";"5/1/2017";"tv";"pro-first";7;5;8;8;7;7;7;7;7;8;"2";"3";"2";"3";"1";"3";"1";"1";"3";"1";"2";"4";"3";"3";"2";"2";"3";"1";"4";"3";"2";"3";"3";"3";"1";"2";"1";"1";"2";"3";"1";"1";"1";"4";"1";"1";"3";"3";"3";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"3";"4";"3";"2";"5";"1";"6";6;"0";1;"pace_expert";"pace";7,66666666666667;7,33333333333333;0,333333333333334;TRUE;FALSE;FALSE
"45";"5/1/2017";"tv";"anti-first";7;7;7;7;7;7;7;6;7;6;"4";"1";"5";"2";"1";"3";"2";"3";"5";"2";"5";"1";"1";"4";"2";"1";"1";"2";"1";"3";"3";"2";"4";"1";"1";"3";"3";"3";"5";"1";"1";"3";"1";"1";"3";"1";"3";"5";"5";"5";"2";"1";"4";"1";"4";"1";"2";"5";"4";"5";"2";"5";"4";"1";"1";"5";"1";"1";"4";"3";"1";"1";7;"0";1;"pace_expert";"pace";7;6,33333333333333;0,666666666666667;TRUE;TRUE;TRUE
"46";"5/1/2017";"ms";"pro-first";5;4;6;4;4;9;9;9;7;7;"2";"5";"1";"1";"4";"1";"4";"1";"3";"5";"1";"4";"1";"4";"5";"1";"2";"3";"2";"5";"1";"4";"1";"1";"4";"1";"1";"1";"1";"4";"2";"5";"1";"2";"1";"1";"1";"4";"5";"3";"4";"4";"2";"1";"1";"4";"4";"1";"1";"1";"1";"3";"1";"4";"5";"4";"2";"3";"1";"3";"2";"1";2;"0";1;"pace_expert";"pace";4,66666666666667;7,66666666666667;-3;TRUE;FALSE;FALSE
"47";"5/1/2017";"tv";"anti-first";7;7;7;7;7;5;4;7;4;6;"3";"1";"3";"2";"2";"4";"2";"3";"4";"1";"3";"2";"14";"1";"1";"2";"1";"1";"1";"1";"4";"1";"4";"1";"2";"3";"2";"4";"3";"1";"1";"1";"1";"1";"4";"2";"2";"4";"4";"5";"1";"1";"3";"1";"3";"1";"1";"3";"4";"4";"2";"3";"4";"1";"1";"3";"2";"1";"3";"2";"1";"1";5;"0";1;"pace_expert";"pace";7;5,66666666666667;1,33333333333333;TRUE;TRUE;FALSE
"48";"5/2/2017";"ms";"pro-first";9;8;8;9;8;3;3;7;2;7;"4";"3";"4";"2";"2";"4";"3";"3";"4";"3";"4";"4";"1";"4";"4";"2";"2";"3";"3";"1";"2";"2";"5";"2";"3";"4";"4";"4";"4";"4";"1";"2";"1";"2";"3";"3";"4";"3";"1";"4";"4";"4";"3";"2";"4";"4";"2";"4";"4";"3";"3";"4";"2";"2";"2";"3";"3";"5";"2";"2";"1";"6";9;"0";1;"pace_expert";"pace";8,33333333333333;5,33333333333333;3;TRUE;FALSE;FALSE
"49";"5/2/2017";"ms";"anti-first";8;8;8;9;8;6;4;3;1;3;"3";"1";"4";"1";"1";"5";"1";"2";"5";"1";"4";"3";"1";"4";"3";"3";"3";"2";"1";"1";"2";"4";"4";"1";"2";"4";"2";"5";"4";"3";"1";"1";"1";"1";"5";"2";"5";"5";"1";"4";"1";"1";"3";"1";"2";"1";"1";"5";"3";"4";"5";"3";"3";"1";"1";"5";"1";"1";"5";"1";"1";"1";7;"0";1;"pace_expert";"pace";8,33333333333333;2,33333333333333;6;TRUE;TRUE;TRUE
"50";"5/2/2017";"tv";"pro-first";9;7;4;9;8;8;2;5;3;1;"3";"2";"5";"2";"1";"1";"3";"3";"5";"2";"2";"3";"2";"4";"3";"2";"2";"1";"3";"2";"3";"3";"4";"1";"1";"3";"2";"3";"5";"2";"3";"3";"2";"3";"4";"4";"3";"4";"4";"4";"4";"4";"2";"2";"3";"2";"1";"3";"5";"5";"1";"2";"5";"2";"3";"3";"2";"1";"3";"2";"2";"6";9;"0";1;"pace_expert";"pace";7;3;4;TRUE;FALSE;FALSE
"51";"5/2/2017";"ms";"anti-first";7;7;7;8;8;4;4;5;4;5;"3";"1";"3";"1";"1";"2";"1";"3";"2";"1";"2";"1";"1";"5";"1";"1";"1";"4";"1";"2";"1";"1";"5";"1";"1";"4";"3";"4";"4";"1";"1";"1";"1";"1";"2";"1";"4";"2";"1";"2";"1";"1";"2";"1";"3";"1";"1";"2";"1";"3";"3";"2";"1";"1";"1";"4";"1";"2";"1";"1";"1";"1";8;"0";1;"pace_expert";"pace";7,66666666666667;4,66666666666667;3;TRUE;TRUE;TRUE
"52";"5/2/2017";"tv";"pro-first";8;8;9;8;8;5;4;5;5;3;"4";"1";"5";"1";"2";"5";"2";"4";"3";"3";"4";"3";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"3";"4";"3";"4";"5";"2";"2";"1";"3";"1";"3";"1";"4";"5";"1";"4";"1";"3";"4";"1";"3";"2";"1";"5";"3";"1";"3";"4";"4";"1";"2";"5";"2";"1";"4";"2";"1";"1";9;"0";1;"pace_expert";"pace";8,33333333333333;4,33333333333333;4;TRUE;TRUE;TRUE
"53";"5/3/2017";"tv";"anti-first";6;7;5;5;7;5;4;4;6;8;"3";"1";"1";"1";"1";"3";"1";"1";"4";"1";"1";"1";"1";"2";"1";"1";"4";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"2";"1";"1";"1";"4";"1";"1";"2";"1";"1";"6";7;"0";1;"pace_expert";"pace";5,66666666666667;6;-0,333333333333333;TRUE;FALSE;FALSE
"54";"5/3/2017";"ms";"pro-first";8;8;8;8;6;3;2;5;2;4;"3";"1";"5";"1";"1";"2";"1";"3";"5";"3";"3";"1";"1";"2";"4";"1";"1";"2";"1";"2";"2";"5";"1";"1";"1";"4";"3";"3";"3";"1";"1";"1";"1";"1";"3";"1";"2";"5";"5";"4";"2";"1";"5";"1";"4";"1";"1";"3";"3";"2";"2";"5";"2";"1";"1";"4";"1";"1";"1";"1";"1";"1";6;"0";1;"pace_expert";"pace";7,33333333333333;3,66666666666667;3,66666666666667;TRUE;TRUE;FALSE
"55";"5/3/2017";"tv";"pro-first";3;5;2;7;3;8;8;4;6;3;"2";"1";"3";"1";"1";"3";"1";"2";"4";"1";"2";"1";"1";"3";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"3";"4";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"2";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";3;"0";1;"pace_expert";"pace";4;4,33333333333333;-0,333333333333333;TRUE;TRUE;FALSE
"56";"5/3/2017";"ms";"anti-first";5;5;7;5;6;5;5;6;5;6;"1";"2";"1";"4";"1";"3";"1";"1";"3";"1";"2";"4";"1";"5";"2";"1";"4";"1";"3";"3";"1";"1";"3";"2";"1";"2";"1";"3";"1";"2";"1";"1";"1";"2";"1";"1";"3";"3";"2";"1";"1";"3";"1";"2";"1";"2";"3";"2";"1";"1";"2";"1";"1";"2";"1";"4";"2";"1";"3";"4";"1";"4";9;"0";1;"pace_expert";"pace";6;5,66666666666667;0,333333333333333;TRUE;FALSE;FALSE
"57";"5/3/2017";"ms";"anti-first";7;7;7;7;7;5;3;6;6;5;"4";"1";"1";"1";"1";"3";"1";"3";"4";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"1";"1";"1";"1";"1";"3";"1";"3";"4";"1";"1";"1";"1";"3";"1";"4";"1";"1";"4";"4";"1";"2";"3";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";9;"0";1;"pace_expert";"pace";7;5,66666666666667;1,33333333333333;TRUE;TRUE;TRUE
"58";"5/3/2017";"tv";"pro-first";7;7;8;7;8;8;8;7;7;8;"3";"4";"2";"3";"1";"2";"2";"3";"2";"1";"2";"2";"2";"5";"4";"1";"3";"2";"2";"2";"2";"4";"5";"2";"3";"2";"2";"2";"2";"3";"3";"2";"3";"3";"3";"3";"2";"2";"3";"3";"5";"4";"2";"1";"2";"3";"2";"2";"1";"2";"1";"2";"2";"4";"1";"2";"2";"2";"1";"4";"1";"6";5;"0";1;"pace_expert";"pace";7,66666666666667;7,33333333333333;0,333333333333334;TRUE;FALSE;FALSE
"59";"5/3/2017";"ms";"pro-first";9;8;8;9;9;8;8;9;8;8;"4";"1";"5";"1";"1";"5";"1";"5";"5";"2";"5";"1";"3";"2";"1";"1";"1";"1";"1";"1";"3";"1";"3";"1";"1";"5";"5";"5";"4";"1";"1";"1";"1";"1";"5";"1";"5";"5";"1";"5";"1";"1";"5";"1";"5";"1";"1";"5";"5";"4";"4";"4";"3";"1";"3";"5";"1";"1";"2";"1";"6";"1";9;"0";1;"pace_expert";"pace";8,66666666666667;8,33333333333333;0,333333333333332;TRUE;FALSE;FALSE
"60";"5/3/2017";"tv";"anti-first";7;7;6;6;6;5;6;6;3;4;"4";"1";"1";"1";"2";"3";"2";"3";"3";"1";"4";"2";"1";"4";"3";"1";"2";"1";"1";"3";"1";"1";"3";"1";"1";"4";"1";"4";"2";"4";"1";"1";"1";"1";"1";"1";"4";"2";"1";"3";"1";"2";"4";"1";"3";"2";"1";"3";"1";"1";"4";"3";"3";"1";"1";"4";"1";"2";"4";"2";"1";NA;5;"0";1;"pace_expert";"pace";6;4,33333333333333;1,66666666666667;TRUE;NA;FALSE
"61";"5/3/2017";"tv";"pro-first";9;8;7;7;7;3;4;4;2;4;"3";"1";"1";"1";"1";"5";"1";"2";"4";"1";"3";"1";"1";"4";"2";"1";"2";"1";"1";"2";"1";"1";"3";"1";"1";"4";"3";"3";"2";"1";"1";"1";"1";"1";"1";"1";"3";"5";"2";"3";"1";"1";"2";"1";"3";"1";"1";"3";"1";"2";"3";"2";"3";"1";"1";"5";"1";"4";"1";"1";"1";"1";9;"0";1;"pace_expert";"pace";7;3,33333333333333;3,66666666666667;TRUE;TRUE;TRUE
"62";"5/3/2017";"ms";"anti-first";7;6;5;5;5;9;8;8;6;7;"1";"1";"1";"1";"2";"1";"1";"1";"3";"1";"1";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"4";"1";"3";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";NA;7;"0";1;"pace_expert";"pace";5;7;-2;TRUE;NA;NA
"63";"5/3/2017";"tv";"anti-first";7;7;5;7;6;5;6;6;3;5;"2";"1";"2";"1";"1";"3";"1";"1";"3";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"3";"1";"1";"1";"1";"1";"2";"1";"5";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"3";"2";"4";"1";"1";"2";"1";"1";"2";"1";"1";"1";7;"0";1;"pace_expert";"pace";6;4,66666666666667;1,33333333333333;TRUE;TRUE;TRUE
"64";"5/3/2017";"ms";"pro-first";7;6;9;9;8;6;6;8;7;8;"1";"2";"2";"12";"2";"1";"3";"3";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"4";"3";"2";"3";"2";"4";"1";"1";"4";"1";"1";"1";"1";"1";"1";6;"0";1;"pace_expert";"pace";8,66666666666667;7,66666666666667;0,999999999999999;TRUE;TRUE;FALSE
"65";"5/3/2017";"ms";"pro-first";7;8;9;9;9;9;9;9;9;9;"3";"1";"2";"1";"1";"3";"1";"1";"3";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"4";6;"0";1;"pace_expert";"pace";9;9;0;TRUE;FALSE;FALSE
"66";"5/3/2017";"tv";"anti-first";6;6;6;6;6;7;7;7;7;7;"4";"1";"3";"1";"1";"4";"1";"3";"5";"2";"3";"1";"1";"3";"1";"1";"3";"1";"1";"2";"4";"1";"3";"1";"2";"4";"3";"5";"5";"1";"1";"2";"3";"1";"3";"1";"4";"4";"1";"2";"3";"1";"3";"1";"4";"1";"1";"3";"5";"3";"3";"3";"3";"1";"1";"3";"1";"1";"3";"1";"2";"6";8;"0";1;"pace_expert";"pace";6;7;-1;TRUE;FALSE;FALSE
"67";"5/3/2017";"ms";"pro-first";7;6;6;6;7;4;2;3;3;3;"4";"2";"4";"2";"1";"3";"1";"4";"4";"1";"4";"2";"3";"2";"1";"1";"2";"3";"2";"2";"3";"2";"1";"1";"3";"4";"3";"3";"4";"2";"1";"1";"1";"2";"2";"1";"3";"3";"2";"4";"2";"1";"3";"1";"3";"1";"1";"3";"5";"3";"3";"3";"4";"2";"1";"3";"2";"2";"1";"2";"1";"4";6;"0";1;"pace_expert";"pace";6,33333333333333;3;3,33333333333333;TRUE;FALSE;FALSE
"68";"5/3/2017";"tv";"anti-first";4;5;8;7;7;7;7;9;8;7;"2";"1";"1";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"6";7;"0";1;"pace_expert";"pace";7,33333333333333;8;-0,666666666666667;TRUE;FALSE;FALSE
"69";"5/3/2017";"tv";"pro-first";6;5;6;6;7;5;6;6;6;5;"2";"3";"4";"4";"2";"3";"4";"1";"2";"3";"4";"2";"2";"3";"4";"2";"2";"3";"4";"5";"2";"3";"4";"3";"2";"3";"4";"4";"2";"3";"4";"2";"2";"3";"1";"5";"2";"3";"3";"2";"2";"3";"2";"3";"2";"3";"4";"1";"2";"3";"5";"5";"2";"3";"1";"4";"2";"3";"2";"3";"1";"1";6;"0";1;"pace_expert";"pace";6,33333333333333;5,66666666666667;0,666666666666666;TRUE;TRUE;FALSE
"70";"5/3/2017";"ms";"anti-first";6;5;4;4;4;8;7;5;5;5;"3";"2";"3";"1";"1";"1";"1";"1";"4";"1";"2";"1";"3";"4";"1";"1";"2";"1";"1";"2";"3";"1";"4";"1";"3";"3";"1";"3";"4";"1";"1";"1";"1";"1";"3";"1";"2";"3";"1";"3";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"4";"1";"3";"1";"1";"4";"1";"1";"3";"1";"1";"6";7;"0";1;"pace_expert";"pace";4;5;-1;TRUE;FALSE;FALSE
"71";"5/3/2017";"tv";"pro-first";7;6;8;8;8;7;5;7;7;7;"4";"1";"4";"1";"1";"3";"1";"4";"4";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"3";"4";"4";"4";"1";"1";"1";"1";"1";"3";"1";"3";"4";"3";"4";"1";"1";"3";"1";"4";"1";"1";"4";"3";"3";"3";"4";"2";"1";"1";"4";"1";"1";"1";"1";"1";"1";5;"0";1;"pace_expert";"pace";8;7;1;TRUE;TRUE;FALSE
"72";"5/2/2017";"ms";"anti-first";6;7;5;5;5;4;2;5;5;5;"4";"1";"4";"1";"1";"5";"1";"3";"4";"1";"4";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"4";"3";"5";"5";"1";"1";"1";"1";"1";"5";"3";"4";"2";"1";"3";"1";"1";"4";"1";"4";"1";"1";"5";"4";"4";"4";"2";"4";"1";"1";"5";"1";"1";"1";"1";"2";"1";9;"0";1;"pace_expert";"pace";5;5;0;TRUE;FALSE;FALSE
"73";"5/3/2017";"ms";"anti-first";8;8;8;7;7;9;8;8;8;8;"4";"1";"4";"1";"3";"4";"2";"3";"5";"1";"3";"3";"1";"1";"2";"1";"1";"2";"4";"1";"4";"1";"1";"1";"4";"3";"2";"4";"4";"2";"1";"2";"1";"1";"3";"2";"3";"4";"1";"4";"2";"2";"3";"1";"3";"1";"1";"3";"4";"3";"4";"4";"4";"1";"1";"5";"1";"4";"1";"1";"1";"1";7;"0";1;"pace_expert";"pace";7,33333333333333;8;-0,666666666666667;TRUE;TRUE;TRUE
"74";"5/3/2017";"tv";"pro-first";9;9;9;8;9;9;7;8;6;7;"1";"1";"3";"1";"1";"4";"1";"3";"3";"1";"3";"1";"1";"3";"1";"1";"2";"1";"1";"4";"1";"1";"3";"1";"2";"5";"2";"3";"5";"4";"1";"1";"2";"1";"2";"1";"3";"3";"1";"3";"1";"1";"3";"1";"3";"1";"1";"4";"3";"1";"4";"4";"3";"1";"1";"4";"1";"1";"1";"2";"1";"2";9;"0";1;"pace_expert";"pace";8,66666666666667;7;1,66666666666667;TRUE;FALSE;FALSE
"75";"5/3/2017";"tv";"pro-first";7;7;8;7;7;7;6;8;7;8;"3";"1";"4";"1";"1";"3";"1";"1";"4";"1";"3";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"4";"1";"1";"4";"3";"4";"4";"1";"1";"1";"1";"1";"4";"1";"3";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"4";"4";"2";"3";"3";"3";"1";"1";"4";"1";"1";"1";"1";"1";"1";7;"0";1;"pace_expert";"pace";7,33333333333333;7,66666666666667;-0,333333333333334;TRUE;TRUE;TRUE
"76";"5/9/2017";"ms";"anti-first";6;6;8;8;7;7;7;6;4;5;"3";"2";"3";"2";"3";"2";"4";"2";"4";"3";"2";"3";"4";"4";"3";"1";"2";"4";"1";"3";"3";"4";"3";"3";"2";"3";"1";"4";"4";"3";"2";"3";"4";"1";"1";"1";"2";"2";"3";"1";"4";"2";"2";"1";"2";"2";"1";"2";"2";"3";"1";"1";"3";"1";"4";"3";"1";"1";"1";"1";"1";"1";8;"0";1;"pace_expert";"pace";7,66666666666667;5;2,66666666666667;TRUE;TRUE;TRUE
"77";"5/9/2017";"tv";"anti-first";9;8;7;6;3;9;4;9;4;4;"2";"1";"5";"1";"2";"2";"1";"5";"2";"1";"1";"1";"2";"2";"5";"3";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"5";"5";"1";"1";"1";"1";"2";"4";"1";"5";"5";"4";"1";"3";"1";"4";"1";"4";"5";"3";"1";"3";"5";"2";"2";"3";"1";"1";"3";"3";"1";"4";"4";"1";"1";9;"0";1;"pace_expert";"pace";5,33333333333333;5,66666666666667;-0,333333333333334;TRUE;TRUE;TRUE
"78";"5/9/2017";"ms";"pro-first";6;6;5;6;4;5;4;4;4;5;"1";"3";"1";"2";"1";"2";"1";"1";"2";"3";"1";"2";"1";"4";"4";"1";"4";"1";"3";"1";"1";"2";"4";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"1";"1";"2";"1";"1";"1";7;"0";1;"pace_expert";"pace";5;4,33333333333333;0,666666666666667;TRUE;TRUE;TRUE
"79";"5/9/2017";"ms";"pro-first";9;8;8;8;9;4;3;6;6;6;"2";"1";"3";"1";"1";"5";"1";"2";"4";"1";"2";"1";"1";"3";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"4";"1";"3";"3";"1";"1";"1";"1";"1";"3";"1";"4";"3";"1";"4";"1";"1";"2";"1";"3";"1";"1";"3";"3";"3";"5";"2";"3";"1";"1";"5";"1";"1";"2";"1";"1";"1";7;"0";1;"pace_expert";"pace";8,33333333333333;6;2,33333333333333;TRUE;TRUE;TRUE
"80";"5/9/2017";"tv";"anti-first";9;9;8;7;8;8;8;4;4;4;"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"2";7;"0";1;"pace_expert";"pace";7,66666666666667;4;3,66666666666667;TRUE;FALSE;FALSE
"81";"5/9/2017";"tv";"anti-first";7;7;6;5;6;9;7;6;6;6;"1";"2";"1";"3";"2";"1";"3";"1";"3";"3";"1";"1";"2";"5";"4";"1";"5";"2";"1";"3";"1";"1";"5";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"2";"1";"3";"2";"1";"2";7;"0";1;"pace_expert";"pace";5,66666666666667;6;-0,333333333333333;TRUE;FALSE;FALSE
"82";"5/9/2017";"ms";"pro-first";8;8;7;8;7;9;9;8;9;9;"3";"1";"1";"1";"1";"2";"1";"2";"3";"1";"2";"1";"1";"5";"4";"1";"4";"1";"1";"4";"1";"1";"4";"1";"1";"3";"1";"3";"4";"1";"1";"1";"1";"1";"3";"1";"2";"1";"1";"1";"3";"1";"2";"1";"3";"1";"1";"4";"2";"2";"2";"1";"3";"1";"2";"3";"1";"1";"4";"1";"1";NA;4;"0";1;"pace_expert";"pace";7,33333333333333;8,66666666666667;-1,33333333333333;TRUE;NA;FALSE
"83";"5/9/2017";"ms";"anti-first";7;8;6;8;7;3;3;4;2;3;"4";"1";"3";"1";"1";"4";"1";"4";"4";"1";"3";"1";"1";"5";"1";"1";"2";"4";"2";"1";"3";"1";"5";"1";"4";"3";"4";"3";"4";"2";"1";"1";"1";"2";"3";"1";"5";"3";"2";"3";"2";"2";"3";"1";"3";"2";"1";"4";"4";"4";"4";"3";"2";"3";"2";"3";"1";"2";"5";"1";"2";"4";5;"0";1;"pace_expert";"pace";7;3;4;TRUE;FALSE;FALSE
"84";"5/9/2017";"tv";"pro-first";8;8;8;7;6;2;2;3;2;1;"3";"1";"1";"1";"1";"2";"1";"2";"2";"1";"3";"1";"1";"4";"1";"1";"1";"1";"1";"3";"2";"3";"5";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"3";"1";"1";"2";"3";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"3";"1";"1";"1";"5";"1";"1";"3";"1";"1";"1";8;"0";1;"pace_expert";"pace";7;2;5;TRUE;TRUE;TRUE
"85";"5/9/2017";"tv";"anti-first";7;7;5;6;6;1;5;2;2;5;"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";9;"0";1;"pace_expert";"pace";5,66666666666667;3;2,66666666666667;TRUE;TRUE;TRUE
"86";"5/9/2017";"ms";"pro-first";9;9;6;8;7;3;2;6;1;6;"2";"1";"1";"1";"1";"5";"1";"1";"4";"3";"1";"5";"2";"2";"3";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"4";"1";"3";"2";"2";"1";"1";"1";"1";"4";"1";"4";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"4";"1";"2";"1";"1";"5";"1";"3";"1";"1";"1";"1";9;"0";1;"pace_expert";"pace";7;4,33333333333333;2,66666666666667;TRUE;TRUE;TRUE
"87";"5/9/2017";"tv";"anti-first";4;4;7;5;7;8;8;7;6;7;"1";"1";"1";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"5";"1";"1";"4";"1";"1";"4";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"2";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"2";"1";"2";6;"0";1;"pace_expert";"pace";6,33333333333333;6,66666666666667;-0,333333333333334;TRUE;FALSE;FALSE
"88";"5/9/2017";"ms";"pro-first";9;9;8;7;8;1;1;2;2;2;"4";"1";"5";"1";"1";"4";"1";"3";"4";"1";"4";"1";"1";"2";"1";"1";"1";"3";"1";"1";"1";"1";"2";"1";"1";"4";"3";"4";"5";"1";"1";"1";"1";"1";"1";"4";"1";"4";"1";"4";"2";"1";"3";"1";"4";"1";"1";"4";"3";"1";"3";"4";"3";"1";"1";"4";"1";"1";"1";"1";"1";"1";9;"0";1;"pace_expert";"pace";7,66666666666667;2;5,66666666666667;TRUE;TRUE;TRUE
